Question	Rationale	Label
Do quadragenarian's have little memory capacity?	Quadragenarian means someone aged between 40 and 49 years old. Generally speaking, people in this age range should have normal memory capacity.	no
Is it normal to find parsley in multiple sections of the grocery store?	Parsley is commonly found in the produce section of many grocery stores, but it is also often found in other sections such as the spice aisle or the herb section.	yes
Is it normal to find parsley in multiple sections of the grocery store?	Parsley is an herb that can be found in nearly every grocery store. Most grocery stores have a section dedicated to fresh herbs, in addition to the produce section and other sections, meaning it can be found in multiple areas.	yes
Is it normal to find parsley in multiple sections of the grocery store?	Parsley is a type of herb and is sold in the produce section of the grocery store. It can also be found in the dried herbs and spices section, as well as the frozen, canned, and jarred foods section.	yes
Is it normal to find parsley in multiple sections of the grocery store?	Parsley is usually found in the produce section of the grocery store, although it can also sometimes be found in the international section.	yes
Is it normal to find parsley in multiple sections of the grocery store?	Parsley is typically found in multiple sections of the grocery store, including the produce section, baking section, and in pre-packaged herbs and spices.	yes
Could the Spice Girls compete against ŽRK Kumanovo?	ŽRK Kumanovo is a professional handball team based in North Macedonia. The Spice Girls are a British pop girl group.	no
Could the Spice Girls compete against ŽRK Kumanovo?	ŽRK Kumanovo is a women's handball team based in North Macedonia. The Spice Girls were not a handball team.	no
Could the Spice Girls compete against ŽRK Kumanovo?	ŽRK Kumanovo is a women's handball team from Macedonia. The Spice Girls are a British pop group.	no
Could the Spice Girls compete against ŽRK Kumanovo?	ŽRK Kumanovo is a professional handball team from Macedonia. The Spice Girls is a pop music group from England.	no
Could the Spice Girls compete against ŽRK Kumanovo?	The Spice Girls are a pop girl group while ŽRK Kumanovo is a handball team.	no
Is All Purpose Flour safe for someone who has celiac disease?	All Purpose Flour contains gluten, which is a type of protein found in grains such as wheat, barley, and rye. Foods containing gluten are unsafe for someone with celiac disease as they can trigger an autoimmune reaction.	no
Is All Purpose Flour safe for someone who has celiac disease?	Celiac disease is an autoimmune disease that is triggered by the consumption of gluten, which is found in wheat, barley, and rye. All purpose flour usually contains wheat, which means it is not safe for someone with celiac disease.	no
Is All Purpose Flour safe for someone who has celiac disease?	All purpose flour is not safe for someone who has celiac disease because it contains gluten, which is a type of protein that people with celiac disease cannot consume.	no
Is All Purpose Flour safe for someone who has celiac disease?	All-purpose flour contains gluten, which is not safe for someone with celiac disease to consume. Therefore.	no
Is All Purpose Flour safe for someone who has celiac disease?	All Purpose Flour is made from wheat and is not safe for someone who has celiac disease.	no
Would East India Company prefer China's modern trade?	The East India Company was a trading organization that operated in the 18th and 19th centuries. Today's modern trade is vastly different from the type of trading the East India Company engaged in.	no
Did a gladiator kill his opponent with a shotgun?	Gladiators in Ancient Rome fought with weapons such as swords, spears, maces, and other melee weapons. Shotguns were not invented until the 14th century.	no
Did a gladiator kill his opponent with a shotgun?	Gladiators fought in the Colosseum in ancient Rome, typically with weapons such as swords, spears, maces, and shields. Shotguns were not invented until the 15th century.	no
Did a gladiator kill his opponent with a shotgun?	Shotguns were not invented until the 1800s. The Roman gladiator games occurred in the first century AD.	no
Did a gladiator kill his opponent with a shotgun?	Gladiators fought with blunted swords or other weapons, and never with guns or any other modern weapon.	no
Did a gladiator kill his opponent with a shotgun?	Gladiators were combatants wore armor and fought with swords, spears, and other hand-to-hand weapons. They did not have access to firearms such as shotguns.	no
Is Mixed martial arts totally original from Roman Colosseum games?	Mixed martial arts (MMA) is believed to have originated in various forms of ancient combat such as Greek pankration, Chinese shuai jiao and Indian malla-yuddha. MMA is not directly derived from the gladiatorial fights in the Roman Colosseum.	no
Is Mixed martial arts totally original from Roman Colosseum games?	Mixed martial arts have their origin in several different fighting styles and cultures, including the Roman Colosseum games. However, modern MMA is not entirely derived from Roman Colosseum games, as it has evolved over time to become a unique sport.	no
Is Mixed martial arts totally original from Roman Colosseum games?	Mixed martial arts (MMA) is a full-contact combat sport that combines different fighting styles from around the world. Roman Colosseum games usually featured gladiatorial combat and were a predecessor to modern MMA.	no
Is Mixed martial arts totally original from Roman Colosseum games?	The Roman Colosseum is one of the original venues for combat sports. Combat sports such as Mixed martial arts originated from various influences, including the practices of Ancient Greek and Roman warriors, as well as modern boxing and wrestling.	no
Is Mixed martial arts totally original from Roman Colosseum games?	Mixed Martial Arts (MMA) is a combat sport which combines techniques from various martial arts disciplines. Roman Colosseum games were mainly based on gladiatorial combats.	no
Could Quartz be useful to humans if plants died off and there was no oxygen?	Quartz is a mineral that does not require oxygen to form. It can be used for many purposes, such as a component in glassmaking and as an abrasive in sandblasting.	yes
Could Quartz be useful to humans if plants died off and there was no oxygen?	Quartz is a mineral composed of silicon and oxygen. Even if plants died off and there was no oxygen, quartz would still be useful to humans, as quartz has a variety of uses in electronics and industrial processes.	yes
Will AC/DC album sales buy more B-52 bombers than Lil Wayne's?	AC/DC has sold over 200 million albums worldwide, while Lil Wayne has sold around 11 million albums worldwide. The U.S. Air Force estimates that a single B-52 bomber costs around $84 million dollars. AC/DC has sold enough albums worldwide to purchase more than 200 B-52 bombers, while Lil Wayne has sold enough albums to purchase only around 11 B-52 bombers.	yes
Will AC/DC album sales buy more B-52 bombers than Lil Wayne's?	AC/DC has sold over 200 million albums globally. Lil Wayne's has sold over 15 million albums globally. One B-52 bomber costs $212 million dollars.	yes
Will AC/DC album sales buy more B-52 bombers than Lil Wayne's?	AC/DC have sold over 200 million albums worldwide. Lil Wayne is estimated to have sold over 35 million albums worldwide. The B-52 bomber costs around $323 million each.	yes
Will AC/DC album sales buy more B-52 bombers than Lil Wayne's?	AC/DC is one of the highest selling artists of all time, with global album sales estimated at 200 million copies. Lil Wayne is estimated to have sold around 15 million albums worldwide. The cost of a B-52 bomber is around $1.2 billion, so theoretically, yes, AC/DC album sales could buy more B-52 bombers than Lil Wayne's.	yes
Could a snowy owl survive in the Sonoran?	The Sonoran desert is located in California, Arizona, and parts of Mexico. Snowy owls live in the Arctic and subarctic regions.	no
Could a snowy owl survive in the Sonoran?	The Sonoran desert is a very hot and dry climate and is not suitable for snowy owls, which prefer cold climates.	no
Could a snowy owl survive in the Sonoran?	Snowy owls reside in the Arctic tundra, so they are not adapted to the Sonoran Desert climate.	no
Could a snowy owl survive in the Sonoran?	The Sonoran Desert is located in the southwestern United States and northwestern Mexico. This region is known for its hot temperatures and arid climate, which is unsuitable for snowy owls which live in colder climates.	no
Could a snowy owl survive in the Sonoran?	The Sonoran Desert is a hot and dry desert. Snowy owls are usually found in the Arctic and Subarctic regions.	no
Is number of stars in Milky Way at least ten times earth's population?	The Milky Way has an estimated 200 to 400 billion stars. The estimated population of Earth is 7.7 billion as of 2020.	yes
Is number of stars in Milky Way at least ten times earth's population?	The estimated number of stars in the Milky Way is between 100-400 billion stars. The population of Earth is estimated to be around 7.8 billion people.	yes
Is number of stars in Milky Way at least ten times earth's population?	The Milky Way Galaxy is estimated to contain between 100-400 billion stars. The current estimated population of Earth is around 7.7 billion.	yes
Is number of stars in Milky Way at least ten times earth's population?	The Milky Way has estimated to have around 200 billion stars. Earth's population is estimated to be around 7.8 billion.	yes
Is number of stars in Milky Way at least ten times earth's population?	The estimated number of stars in the Milky Way is around 100-400 billion. The Earth's population is around 7 billion. Ten times 7 billion is 70 billion.	yes
Could Reza Shah be related to Queen Elizabeth I?	Reza Shah was the King of Persia from 1925 to 1941. Queen Elizabeth I was the Queen of England from 1558 to 1603. These two people lived hundreds of years apart and were from two different countries so it is highly unlikely that they would be related.	no
Could Reza Shah be related to Queen Elizabeth I?	Reza Shah was the Pahlavi Shah of Iran from 1925 to 1941 and Queen Elizabeth I was the Queen of England from 1558 to 1603. Since they lived centuries apart, it is very unlikely they are related.	no
Could Reza Shah be related to Queen Elizabeth I?	Reza Shah was the 17th Shah of the Iranian Pahlavi dynasty, which ruled Iran from 1925 to 1941. Queen Elizabeth I was the Queen of England from 1558 to 1603. These two individuals lived over 400 years apart and had no known relation.	no
Could Reza Shah be related to Queen Elizabeth I?	Reza Shah was the Shah of Iran from 1925-1941. Queen Elizabeth I was Queen of England from 1558-1603. They are not related as they lived centuries apart and are not from the same country.	no
Could Reza Shah be related to Queen Elizabeth I?	Reza Shah was the King of Persia from 1925 to 1941. Queen Elizabeth I was the Queen of England from 1558 to 1603. Since they lived more than 400 years apart and are from separate countries, it is impossible for them to be related.	no
Would it be impossible to get to Burning Man on the Mayflower?	The Mayflower was a ship that sailed in 1620. Burning man is an annual week-long event that takes place in the desert in Nevada.	yes
Would it be impossible to get to Burning Man on the Mayflower?	Burning Man takes place in the Black Rock Desert in Nevada, USA. The Mayflower was the ship that the Pilgrims sailed on to the United States from England in 1620.	yes
Would it be impossible to get to Burning Man on the Mayflower?	Burning Man is an event that takes place in the Nevada desert, and typically happens in the late summer or early fall. The Mayflower was a ship that sailed from England to America in 1620.	yes
Would it be impossible to get to Burning Man on the Mayflower?	Burning Man is a festival that is held in the Black Rock Desert in Nevada. The Mayflower was a ship that transported pilgrims to America in 1620.	yes
Would it be impossible to get to Burning Man on the Mayflower?	Burning Man is a festival held in the Nevada desert. The Mayflower was a 1620 voyage to Plymouth, Massachusetts.	yes
Would a vegan prefer a natural bongo drum over a synthetic one?	Natural bongo drums are typically made from animal hide, which would make them non-vegan. Synthetic bongo drums, on the other hand, are vegan-friendly since they are made from synthetic materials.	no
If you were at an Apple store, would most of the computers be running Ubuntu?	Most of the computers at Apple stores are running macOS, not Ubuntu.	no
If you were at an Apple store, would most of the computers be running Ubuntu?	The Apple store typically runs its computers on their own operating system (macOS) rather than Linux.	no
If you were at an Apple store, would most of the computers be running Ubuntu?	Apple stores do not typically use Ubuntu since it's not an Apple-supported operating system. Most of the computers will be running macOS, which is Apple's proprietary operating system.	no
If you were at an Apple store, would most of the computers be running Ubuntu?	The vast majority of computers in Apple stores are preloaded with the macOS operating system. Ubuntu is a Linux-based operating system.	no
If you were at an Apple store, would most of the computers be running Ubuntu?	Apple stores primarily sell and support products that come with Apple's own operating system, macOS. Ubuntu is a free and open-source operating system, and Apple does not officially support it.	no
Would the high school class of 2010 have lived through the Presidency of Richard Nixon?	Richard Nixon was President from 1969-1974. The high school class of 2010 would have been born in the early 1990s, so it is unlikely they were alive during Nixon's presidency.	no
Would the high school class of 2010 have lived through the Presidency of Richard Nixon?	The high school class of 2010 would have been born around 1992. Richard Nixon served as president from 1969-1974.	no
Would the high school class of 2010 have lived through the Presidency of Richard Nixon?	Richard Nixon was President of the United States from 1969-1974. The high school class of 2010 was born in 1992.	no
Would the high school class of 2010 have lived through the Presidency of Richard Nixon?	The Class of 2010 would have been born around 1992, after Nixon left office in 1974.	no
Is the rise of agriculture attributed to rivers?	Rivers have played a pivotal role in the rise of agriculture. Rivers provide an abundant source of water for plant and crop irrigation. The fertile alluvial deposits from rivers also provide an important source of nutrients for crop growth.	yes
Is the rise of agriculture attributed to rivers?	Rivers have been integral to the development of agriculture since ancient times. In many parts of the world, rivers are used to irrigate fields and to supply water for crops and livestock. So, it is fair to say that rivers have played an important role in the rise of agriculture.	yes
Is the rise of agriculture attributed to rivers?	Agriculture is one of the most important developments in the history of civilization. The growth of agriculture has been attributed to many factors such as fertile soils, favorable climates, and access to water from rivers.	yes
Is the rise of agriculture attributed to rivers?	Rivers are essential for the rise of agriculture. They provide water for crops, transportation for resources, and fertile soils for planting crops.	yes
Is the rise of agriculture attributed to rivers?	The rise of agriculture is attributed to the availability of rivers and other water sources which provided the needed irrigation and fertility for crop growth.	yes
Did Emma Stone pursue a higher education?	Emma Stone attended Xavier College Preparatory, an all-girls Catholic high school, but did not pursue a higher education after graduating.	no
Did Emma Stone pursue a higher education?	Emma Stone graduated from a private high school in Los Angeles, but she did not attend college or pursue any higher education.	no
Did Emma Stone pursue a higher education?	Emma Stone graduated high school, but did not pursue a higher education.	no
Did Emma Stone pursue a higher education?	Emma Stone attended Xavier College Preparatory, an all-girls Catholic high school in Phoenix, Arizona, and also attended the Arizona School for the Arts for two years. However, she has not pursued further education.	no
Did Emma Stone pursue a higher education?	Emma Stone studied musical theatre at the Orange County High School of the Arts for two years before leaving to pursue an acting career.	no
Does actress Leila George lack the height to be a model?	Leila George is 5'5", which is the average height for fashion models.	no
Does actress Leila George lack the height to be a model?	Leila George stands at 5'8", which is an average height for a model.	no
Does actress Leila George lack the height to be a model?	Leila George is 5 feet and 7 inches tall. The minimum height required to be a model varies, but is often around 5 feet, 7 inches.	no
Does actress Leila George lack the height to be a model?	Actress Leila George is 5'9" tall. The minimum height requirement for female models is generally 5'8 or 5'9.	no
Does actress Leila George lack the height to be a model?	Leila George is 5 foot 8 inches tall and is considered tall for a woman. Models typically need to be at least 5 foot 9 inches tall.	no
Did the Paramount leader produce Titanic?	The Paramount leader is often referred to as the supreme leader of the Chinese Communist Party. The film Titanic was produced by Paramount Pictures.	no
Did the Paramount leader produce Titanic?	Paramount Pictures produced the movie "Titanic". The Paramount leader is a title given to the highest ranking member of the Chinese Communist Party.	no
Did the Paramount leader produce Titanic?	The Paramount leader is the title for the leader of the Chinese Communist Party, not a movie production company. The Paramount Pictures studio produced the movie Titanic.	no
Did the Paramount leader produce Titanic?	The Paramount Leader during the production of Titanic was Chinese politician Jiang Zemin. Jiang Zemin did not produce Titanic.	no
Did the Paramount leader produce Titanic?	The Paramount leader was Mao Zedong and he was not involved in the production of the movie Titanic.	no
Are people banned from entering the Forbidden City?	The Forbidden City has been open to the public since the 1950s, and is now a popular tourist attraction. People are not banned from entering the Forbidden City.	no
Are people banned from entering the Forbidden City?	The Forbidden City is a palace complex located in the center of Beijing, China. It is currently open to the public and visitors are not banned from entering.	no
Are people banned from entering the Forbidden City?	The Forbiddon City is a palace complex in the heart of Beijing, China. It is open to the public and people are allowed to enter.	no
Are people banned from entering the Forbidden City?	The Forbidden City is a historic palace in Beijing, China and is a tourist attraction. People are allowed to enter the Forbidden City, but are banned from touching any of the artifacts or structures.	no
Are people banned from entering the Forbidden City?	The Forbidden City is located in Beijing, China and is a popular tourist destination. People are not banned from entering the Forbidden City, however, they are required to purchase a ticket in order to gain access.	no
Is slitting your wrists an unreliable suicide method?	Yes, slitting your wrists is an unreliable suicide method due to the high risk of infection, scarring, and potential for failing to be fatal.	yes
Is slitting your wrists an unreliable suicide method?	Slitting wrists is an unreliable suicide method. It's often difficult to control the bleeding and there is a high likelihood for medical intervention and survival.	yes
Is slitting your wrists an unreliable suicide method?	Slitting your wrists is considered a very unreliable form of suicide, as the wrists are not large arteries and the amount of blood lost per minute is not sufficient to cause death.	yes
Is slitting your wrists an unreliable suicide method?	Slitting your wrists is a very unreliable suicide method. It is often non-fatal, and can result in serious medical complications, including infection, nerve damage, and more.	yes
Is slitting your wrists an unreliable suicide method?	Slitting your wrists is considered an extremely dangerous and unreliable suicide method. It is highly unlikely to be successful as an attempted method of suicide.	yes
Is a bengal fox likely to see the Superbowl?	The Super Bowl is an annual championship game of the National Football League (NFL). Bengal foxes are found in the forests of central India, and are not commonly found in the United States.	no
Is a bengal fox likely to see the Superbowl?	The Super Bowl is typically held in February or January and is usually broadcasted to many countries. The Bengal fox is native to the subcontinent of India, where the Super Bowl is not typically broadcasted.	no
Is a bengal fox likely to see the Superbowl?	The Superbowl is an annual sporting event held in February in the United States. It is unlikely that a Bengal fox, which is native to the Indian subcontinent, would be able to view the Superbowl.	no
Is a bengal fox likely to see the Superbowl?	The Bengal Fox is a species of fox native to Asia. The Super Bowl is an American football game typically held in the United States.	no
Is a bengal fox likely to see the Superbowl?	The Superbowl is an annual U.S. football event which is usually held in February. Bengal foxes are found in India, Bangladesh, Bhutan, and Nepal and typically live in grasslands or woodlands.	no
Did the Presidency of Bill Clinton conclude with his impeachment?	The Presidency of Bill Clinton began on January 20, 1993 and ended on January 20, 2001. He was impeached in 1998, but not convicted and thus was not removed from office.	no
Did the Presidency of Bill Clinton conclude with his impeachment?	Bill Clinton was impeached in 1998, but he was acquitted in the Senate and finished his presidency in 2001.	no
Did the Presidency of Bill Clinton conclude with his impeachment?	The Presidency of Bill Clinton concluded in 2001, with his impeachment trials taking place in 1998 and 1999.	no
Did the Presidency of Bill Clinton conclude with his impeachment?	Bill Clinton was impeached by the House of Representatives in 1998, but was acquitted by the Senate in 1999. This did not lead to him losing office, as he served out the remainder of his term.	no
Did the Presidency of Bill Clinton conclude with his impeachment?	No, the Presidency of Bill Clinton concluded in January of 2001 with the end of his second term. He was impeached in 1998 but remained in office until the conclusion of his presidency.	no
Does New Year's Day always occur on a Wednesday?	New Year's Day (January 1st) usually occurs on a Monday, Tuesday, or Wednesday, but it can also occur on a Thursday or Friday.	no
Does New Year's Day always occur on a Wednesday?	New Year's Day is observed on the first day of January. The day of the week on which this occurs changes from year to year.	no
Does New Year's Day always occur on a Wednesday?	New Year's Day falls on different days of the week each year depending on the date. In 2021, it falls on a Friday.	no
Does New Year's Day always occur on a Wednesday?	New Year's Day can occur on any day of the week, though it is more common for it to occur on a Monday or a Tuesday.	no
Does New Year's Day always occur on a Wednesday?	New Year's Day can occur on any day of the week, as it is determined by the Gregorian calendar.	no
Could Edward Snowden join MENSA?	Mensa requires applicants to score in the 98th percentile or higher on IQ tests. Edward Snowden reportedly has an IQ of 145.	yes
Could Edward Snowden join MENSA?	Men'sa IQ cutoff is an IQ of 132. Edward Snowden is estimated to have an IQ of 145.	yes
Did the Space Race use relay batons?	The Space Race was a competition between the US and the Soviet Union to explore space. The Space Race did not use relay batons.	no
Did the Space Race use relay batons?	The Space Race was a competition between the United States and the Soviet Union to explore outer space. It did not involve relay batons.	no
Did the Space Race use relay batons?	The Space Race was a competition between the United States and the USSR to develop space technology. The Space Race did not involve relay batons.	no
Did the Space Race use relay batons?	The Space Race was a race between the Soviet Union and the United States to explore space. Relay batons are used in track and field competitions, not in the Space Race.	no
Did the Space Race use relay batons?	The Space Race was an international competition between the United States and the Soviet Union to become the first to achieve technological supremacy in space exploration. Relay batons were not used during the Space Race.	no
Was Achilles a direct descendent of Gaia?	According to Greek mythology, Achilles was a direct descendent of the Titan Thetis, who in turn was a descendent of the primordial deity Gaia.	yes
Was Achilles a direct descendent of Gaia?	According to Greek Mythology, Achilles was a direct descendent of Peleus, who was the son of Aeacus, who was the son of Zeus, who was the son of Cronus, who was the son of Uranus, who was the son of Gaia.	yes
Would stargazers prefer binoculars over a telescope?	Binoculars are typically used for shorter viewing distances and stargazers need to be able to see far off objects in the night sky. Binoculars may offer a wider field of view than a telescope but they cannot magnify an object as well as a telescope can.	no
Did Switzerland support the United States in the Spanish–American War?	Switzerland was neutral during the Spanish–American War.	no
Did Switzerland support the United States in the Spanish–American War?	Switzerland did not support the US in the Spanish-American War (1898). Switzerland was officially neutral during the war.	no
Did Switzerland support the United States in the Spanish–American War?	The Spanish-American War occurred from April 1898 to August 1898. Switzerland remained neutral during this time and did not provide any support to the United States.	no
Did Switzerland support the United States in the Spanish–American War?	Switzerland remained neutral during the Spanish–American War, and did not support either the United States or Spain.	no
Did Switzerland support the United States in the Spanish–American War?	Switzerland did not take part in the Spanish–American War and was officially neutral.	no
Do American wheelchair users know what the ADA is?	The Americans with Disabilities Act (ADA) is a civil rights law that prohibits discrimination against individuals with disabilities in all areas of public life. Most American wheelchair users will be aware of this law since it grants them certain civil rights and protections.	yes
Do American wheelchair users know what the ADA is?	The ADA is the Americans with Disabilities Act. It is a civil rights law that prohibits discrimination against individuals with disabilities in all areas of public life, including jobs, schools, transportation, and all public and private places that are open to the general public. It is widely known by American wheelchair users and those living with disabilities.	yes
Do American wheelchair users know what the ADA is?	The Americans with Disabilities Act (ADA) is a law that provides rights and protections for wheelchair users in the United States. The ADA has been in existence since 1990 and is well known throughout the country, thus it is likely that American wheelchair users know what the ADA is.	yes
Do American wheelchair users know what the ADA is?	The Americans with Disabilities Act is a federal law that prohibits discrimination against people with disabilities. Wheelchair users in the United States are likely to be aware of the ADA.	yes
Do American wheelchair users know what the ADA is?	The Americans with Disabilities Act (ADA) is a civil rights law designed to protect the rights of people with disabilities. As such, it is widely known among the wheelchair user community in America.	yes
Would a hypothetical Yeti be towered over by Andre the Giant?	Andre the Giant was 7"4 (224 cm) tall. A hypothetical Yeti is generally considered to be 6'7" (202 cm) tall.	yes
Would a hypothetical Yeti be towered over by Andre the Giant?	Andre the Giant was 7'4" tall, while the hypothetical Yeti is thought to stand around 6'6" tall.	yes
Would a hypothetical Yeti be towered over by Andre the Giant?	Andre the Giant had a height of 7’4”. There is no scientific evidence of the existence of a Yeti, but if it did exist, it would most likely be much shorter than Andre the Giant.	yes
Would Doctor Strange like the Pittsburgh Steelers logo?	Doctor Strange is a Marvel character who is known for his love of the arts and science. The Pittsburgh Steelers logo is a blend of artistic elements, making it likely that Doctor Strange would admire the logo.	yes
Do all crustaceans live in the ocean?	Crustaceans are a type of sea creature that live in all sorts of habitats, including oceans, rivers, lakes, and even underground.	no
Do all crustaceans live in the ocean?	Crustaceans are a large group of animals that includes both marine and freshwater species. While many species live in the ocean, not all do.	no
Do all crustaceans live in the ocean?	Crustaceans are found in freshwater bodies, as well as salty waters. Some species of crustaceans live in freshwater sources such as lakes, ponds, and rivers.	no
Do all crustaceans live in the ocean?	Crustaceans include animals such as crabs, lobsters, shrimps, and barnacles. Some crustaceans live in fresh water, such as the crayfish, so not all crustaceans live in the ocean.	no
Do all crustaceans live in the ocean?	No, not all crustaceans live in the ocean. Some crustaceans can live in fresh water or on land.	no
Can you get a ride on Amtrak to the Underworld?	The Underworld is a mythical land mentioned in ancient Greek mythology. Amtrak is a network of passenger trains in the United States.	no
Can you get a ride on Amtrak to the Underworld?	Amtrak is a train service available in the United States and Canada. The Underworld is the realm of death and the dead in many mythologies.	no
Can you get a ride on Amtrak to the Underworld?	Amtrak is a railroad service in the United States, and the Underworld is a mythical place from ancient Greek mythology.	no
Can you get a ride on Amtrak to the Underworld?	Amtrak is an American rail system that provides transportation services throughout the United States. The Underworld is a mythological realm that is located beneath the Earth's surface.	no
Can you get a ride on Amtrak to the Underworld?	Amtrak is an American passenger railroad system. The Underworld is a mythological realm that is believed to be located beneath the Earth's surface.	no
Would Paul Bunyan hypothetically be a poor choice for an urban planner?	Paul Bunyan is a character of North American folklore. He was used to explain the natural and geographical features of the Great Lakes region. He would not be well suited to serve as an urban planner, as he lacks the knowledge and experience necessary for the job.	yes
Would Paul Bunyan hypothetically be a poor choice for an urban planner?	Paul Bunyan was a folk hero in North America and is best known for his feats of strength and his lumberjack background. Urban planning requires a knowledge of city infrastructure, zoning, building codes, and public policy.	yes
Would Paul Bunyan hypothetically be a poor choice for an urban planner?	Paul Bunyan was a legendary lumberjack who is an icon of American folklore. He is known for his immense strength and for feats such as clearing large swaths of land to make way for farms and cutting a path through a mountain to create a river. Paul Bunyan would not be a suitable choice for an urban planner due to his lack of skills and experience in urban planning.	yes
Would Paul Bunyan hypothetically be a poor choice for an urban planner?	Paul Bunyan is a mythical character who is known for feats of great strength and lumberjacking. Urban planning involves the development of cities and requires knowledge of engineering, architecture, and other related fields.	yes
Would Paul Bunyan hypothetically be a poor choice for an urban planner?	Paul Bunyan is a mythical lumberjack, and as such, does not have any real world experience with urban planning and development.	yes
Can Herpes simplex virus spread on Venus?	Herpes simplex virus is a virus that can spread from person to person or through contact with an infected object. Venus does not have a suitable environment to sustain human life, so it would be impossible for the virus to spread on Venus.	no
Can Herpes simplex virus spread on Venus?	Herpes simplex virus is a virus that infects humans. There is no known presence of life (including humans) on Venus.	no
Can Herpes simplex virus spread on Venus?	Herpes simplex virus is a virus that is found on Earth and can be spread through direct contact with an infected person or by contact with infected bodily fluids. There is no known form of life on Venus, therefore it is not possible for the virus to spread on the planet.	no
Can Herpes simplex virus spread on Venus?	Herpes simplex virus (HSV) is a type of virus that is found on Earth. Venus does not have a suitable environment for the virus to live or reproduce in.	no
Can Herpes simplex virus spread on Venus?	Venus is an extremely inhospitable planet, with an average surface temperature of around 464°C (867°F). Herpes simplex virus requires temperatures between 33-37°C (91-99°F) to live, so it would not be able to spread on Venus.	no
Has the Holy Grail been featured in at least five films?	The Holy Grail has been featured in numerous films, including Monty Python and the Holy Grail (1975), Indiana Jones and the Last Crusade (1989), and The Da Vinci Code (2006). It has also been featured in the television series, Camelot (2011).	yes
Has the Holy Grail been featured in at least five films?	The Holy Grail is a symbol of great religious and mythical significance. It has been featured in at least five films, including Monty Python and the Holy Grail, Indiana Jones and the Last Crusade, and King Arthur.	yes
Has the Holy Grail been featured in at least five films?	The Holy Grail, a legendary and mysterious chalice, is featured in numerous films and media. The exact number of films that feature the Holy Grail is unknown, but it is safe to say that it has been featured in at least five films.	yes
Has the Holy Grail been featured in at least five films?	The Holy Grail has been featured in over five dozen films and television shows.	yes
Has the Holy Grail been featured in at least five films?	The Holy Grail has been featured in numerous films, including Monty Python and the Holy Grail, Indiana Jones and the Last Crusade, and The Fisher King.	yes
Was Ariana Grande inspired by Imogen Heap?	Ariana Grande is inspired by many different artists, including Imogen Heap.	yes
Was Ariana Grande inspired by Imogen Heap?	Ariana Grande has often cited Imogen Heap as one of her influences. They have both worked together in some songs.	yes
Would Jon Brower Minnoch break a chair before Voyager 2 launch mass?	Jon Brower Minnoch was the heaviest person in modern history. He weighed around 1,400 pounds (635 kg) when he died in 1983. The launch mass of Voyager 2 is about 862 kg.	no
Would Jon Brower Minnoch break a chair before Voyager 2 launch mass?	Jon Brower Minnoch weighed 1,424 pounds or 645 kg at his heaviest. The chair Voyager 2 was launched on weighed 5.6 kg.	no
Would Jon Brower Minnoch break a chair before Voyager 2 launch mass?	Jon Brower Minnoch had a peak weight of 1,400 pounds. The average mass of a chair is around 40 pounds, which is significantly smaller than 1,400 lbs.	no
Would Jon Brower Minnoch break a chair before Voyager 2 launch mass?	Jon Brower Minnoch was a man from the United States who suffered from severe obesity during his life. The Voyager 2 spacecraft was launched in 1977. It had a launch mass of 863 kilograms.	no
Would Jon Brower Minnoch break a chair before Voyager 2 launch mass?	Voyager 2 was successfully launched in 1977, while Jon Brower Minnoch had a maximum weight of 1,400 pounds, which equates to around 635.03 kg. A standard wooden chair typically has an average mass of around 4.5 to 6 kg.	no
Are all cucumbers the same texture?	No, cucumbers can vary in texture and even in color, depending on the variety.  Some cucumbers can be soft and juicy while others can be hard and crunchy.	no
Are all cucumbers the same texture?	No, cucumbers can vary in texture depending on their variety, growing conditions, and ripeness. Some cucumbers may be more firm while others may be more soft and juicy.	no
Are all cucumbers the same texture?	No, cucumbers have different textures depending on the variety. Some varieties may be smooth, while others may be bumpy.	no
Are all cucumbers the same texture?	No, cucumbers can vary in texture depending on their variety and maturity. Some cucumbers may be more crunchy or firm while others may be softer or more tender.	no
Are all cucumbers the same texture?	No, cucumbers come in different shapes, sizes, and textures depending on the type. For example, some cucumbers have firmer flesh, while others may be more soft and juicy.	no
Is there a popular Broadway character who is a missionary?	There is a popular Broadway play called "The Book of Mormon" which features two main characters who are missionaries.	yes
Is there a popular Broadway character who is a missionary?	There are a few popular Broadway characters who are missionaries such as Sally Simms from "The Book of Mormon" and Maria from "The Sound of Music".	yes
Would a member of the United States Air Force get a discount at Dunkin Donuts?	Dunkin Donuts does offer a military discount to members of the United States Armed Forces.	yes
Would a member of the United States Air Force get a discount at Dunkin Donuts?	Some Dunkin Donuts locations offer discounts to members of the military, including members of the United States Air Force.	yes
Would a member of the United States Air Force get a discount at Dunkin Donuts?	Dunkin' Donuts offers a Military Monday promotion where active members of the US military receive a free donut with the purchase of a beverage.	yes
Would a member of the United States Air Force get a discount at Dunkin Donuts?	Dunkin Donuts does offer a 10% military discount to active duty and retired military members. The United States Air Force is part of the United States military.	yes
Are the founders of Skype from Asia?	Skype was founded in 2003 by Niklas Zennström and Janus Friis, both from Sweden.	no
Are the founders of Skype from Asia?	The founders of Skype, Niklas Zennström and Janus Friis, are from Sweden.	no
Are the founders of Skype from Asia?	The founders of Skype are from Estonia. Estonia is a country in Northern Europe, and not part of Asia.	no
