Question	Rationale	Label
Kate's pea experienced more resistance when she rolled it over her bowl than when she rolled it over her plate. She decided that her _____ was more rough (A) plate (B) bowl	When something is rougher, it has more resistance. Thus, her bowl was more rough so the pea experienced more resistance when she rolled it over her bowl.	(B)
Kate's pea experienced more resistance when she rolled it over her bowl than when she rolled it over her plate. She decided that her _____ was more rough (A) plate (B) bowl	When something is rougher, it has more resistance. Thus, her bowl was more rough, and the pea experienced more resistance when she rolled it over her bowl.	(B)
Kate's pea experienced more resistance when she rolled it over her bowl than when she rolled it over her plate. She decided that her _____ was more rough (A) plate (B) bowl	When something is rougher, it has more resistance. Thus, her bowl was more rough since the pea experienced more resistance when she rolled it over her bowl.	(B)
A millipede and a centipede were walking along a trail at the same speed. The millipede stopped after 8 feet and the centipede kept going. Which one spent less time walking? (A) the millipede (B) the centipede	The millipede stopped after 8 feet, while the centipede kept going. Thus, the millipede spent less time walking.	(A)
A millipede and a centipede were walking along a trail at the same speed. The millipede stopped after 8 feet and the centipede kept going. Which one spent less time walking? (A) the millipede (B) the centipede	When something moves a shorter distance, it spends less time moving. The millipede stopped after 8 feet, meaning it moved a shorter distance than the centipede. Thus, it spent less time walking.	(A)
A millipede and a centipede were walking along a trail at the same speed. The millipede stopped after 8 feet and the centipede kept going. Which one spent less time walking? (A) the millipede (B) the centipede	When something moves for less time, it spends less time doing a task. The millipede stopped after 8 feet while the centipede kept going. Thus, the millipede spent less time walking.	(A)
As the truck left the street and pulled away it appeared (A) larger (B) smaller	When something is farther away, it looks smaller. Thus, the truck appeared smaller as it pulled away.	(B)
As the truck left the street and pulled away it appeared (A) larger (B) smaller	When something is further away, it looks smaller. Thus, as the truck left the street and pulled away it appeared smaller.	(B)
As the truck left the street and pulled away it appeared (A) larger (B) smaller	When something is further away, it appears smaller. Thus, as the truck left the street and pulled away it appeared smaller.	(B)
As the truck left the street and pulled away it appeared (A) larger (B) smaller	When something is further away, it looks smaller. Thus, the truck appeared smaller as it left the street.	(B)
As the truck left the street and pulled away it appeared (A) larger (B) smaller	When something is further away, it looks smaller. Thus, the truck appeared smaller as it left the street and pulled away.	(B)
Stacey is rubbing her fingers on various items at the grocery store. She notices that when she rubs her fingers on the glass jar, it has less resistance than if she rubs her fingers on a pair of corduroy pants. Which object will generate less heat when Stacey rubs her fingers on it? (A) glass jar (B) corduroy pants	When something has less resistance, it generates less heat. Thus, Stacey's fingers will generate less heat when she rubs them on the glass jar, since it has less resistance.	(A)
Stacey is rubbing her fingers on various items at the grocery store. She notices that when she rubs her fingers on the glass jar, it has less resistance than if she rubs her fingers on a pair of corduroy pants. Which object will generate less heat when Stacey rubs her fingers on it? (A) glass jar (B) corduroy pants	When something has less resistance, it usually generates less heat when rubbed. Thus, the glass jar will generate less heat when Stacey rubs her fingers on it.	(A)
Stacey is rubbing her fingers on various items at the grocery store. She notices that when she rubs her fingers on the glass jar, it has less resistance than if she rubs her fingers on a pair of corduroy pants. Which object will generate less heat when Stacey rubs her fingers on it? (A) glass jar (B) corduroy pants	When something has less resistance, it generates less heat. Thus, the glass jar will generate less heat when Stacey rubs her fingers on it.	(A)
Stacey is rubbing her fingers on various items at the grocery store. She notices that when she rubs her fingers on the glass jar, it has less resistance than if she rubs her fingers on a pair of corduroy pants. Which object will generate less heat when Stacey rubs her fingers on it? (A) glass jar (B) corduroy pants	When something has less resistance, it generates less heat. Thus, the glass jar will generate less heat when Stacey rubs her fingers on it.	(A)
Stacey is rubbing her fingers on various items at the grocery store. She notices that when she rubs her fingers on the glass jar, it has less resistance than if she rubs her fingers on a pair of corduroy pants. Which object will generate less heat when Stacey rubs her fingers on it? (A) glass jar (B) corduroy pants	When something has less resistance, it generates less heat. Thus, the glass jar will generate less heat when Stacey rubs her fingers on it.	(A)
Kim is kicking a ball around the carpet in the house. Her mom tells her to go outside. She notices that the ball flies at a much higher speed when she kicks it across the cement. This is because the _____ is smoother. (A) cement (B) carpet	When something is smoother, it is easier to slide on. Thus, the ball flies at a much higher speed when she kicks it across the cement because the cement is smoother.	(A)
Kim is kicking a ball around the carpet in the house. Her mom tells her to go outside. She notices that the ball flies at a much higher speed when she kicks it across the cement. This is because the _____ is smoother. (A) cement (B) carpet	When something is smoother, it is easier to slide on. Thus, the ball flew at a much higher speed when she kicked it across the cement because the cement is smoother.	(A)
Kim is kicking a ball around the carpet in the house. Her mom tells her to go outside. She notices that the ball flies at a much higher speed when she kicks it across the cement. This is because the _____ is smoother. (A) cement (B) carpet	When something is smoother, it is easier to slide on. Thus, the ball could fly at a higher speed on the cement because it is smoother.	(A)
Kim is kicking a ball around the carpet in the house. Her mom tells her to go outside. She notices that the ball flies at a much higher speed when she kicks it across the cement. This is because the _____ is smoother. (A) cement (B) carpet	When something is smoother, it is easier for something to slide across it. Thus, the ball flies at a much higher speed when she kicks it across the cement because the cement is smoother.	(A)
Kim is kicking a ball around the carpet in the house. Her mom tells her to go outside. She notices that the ball flies at a much higher speed when she kicks it across the cement. This is because the _____ is smoother. (A) cement (B) carpet	When something is smoother, it is easier to slide on. Thus, the ball flies at a higher speed when she kicks it across the cement because the cement is smoother.	(A)
Eric is a bodybuilder, and Andre is a preschooler. Both of them toss a ball as hard as they can. The ball flies a longer ways when thrown by (A) Andre (B) Eric	When someone is stronger, they can throw something with more force. Eric is a bodybuilder so he is able to throw the ball with more force than Andre. Thus, the ball flies a longer ways when thrown by Eric.	(B)
Eric is a bodybuilder, and Andre is a preschooler. Both of them toss a ball as hard as they can. The ball flies a longer ways when thrown by (A) Andre (B) Eric	When someone is stronger, they can throw things further. Eric is stronger than Andre, so the ball flies a longer way when thrown by Eric.	(B)
Eric is a bodybuilder, and Andre is a preschooler. Both of them toss a ball as hard as they can. The ball flies a longer ways when thrown by (A) Andre (B) Eric	When someone is stronger, they can throw things with more force. Thus, the ball flew a longer ways when thrown by Eric because he is stronger.	(B)
Eric is a bodybuilder, and Andre is a preschooler. Both of them toss a ball as hard as they can. The ball flies a longer ways when thrown by (A) Andre (B) Eric	When someone is stronger, they can throw something further. Thus, the ball flies a longer ways when thrown by Eric since he is a bodybuilder and stronger.	(B)
Eric is a bodybuilder, and Andre is a preschooler. Both of them toss a ball as hard as they can. The ball flies a longer ways when thrown by (A) Andre (B) Eric	When someone throws a ball harder, the ball will fly farther. Eric is a bodybuilder, so he has more strength and can throw the ball harder than Andre. Thus, the ball flies a longer ways when thrown by Eric.	(B)
Larry is at the duck pond.  He drops a stone and it falls quickly.  Larry notices a tiny feather takes a long time to fall to the ground.  This is because it has (A) stronger gravity (B) weaker gravity.	When something has weaker gravity, it is lighter and takes longer to fall to the ground. Thus, the tiny feather takes longer to fall because it has weaker gravity.	(B)
Larry is at the duck pond.  He drops a stone and it falls quickly.  Larry notices a tiny feather takes a long time to fall to the ground.  This is because it has (A) stronger gravity (B) weaker gravity.	When something has weaker gravity, it takes longer to fall. Thus, the feather takes a long time to fall to the ground because it has weaker gravity.	(B)
Larry is at the duck pond.  He drops a stone and it falls quickly.  Larry notices a tiny feather takes a long time to fall to the ground.  This is because it has (A) stronger gravity (B) weaker gravity.	When something has weaker gravity, it takes longer to fall. Thus, the feather takes a long time to fall because it has weaker gravity.	(B)
Larry is at the duck pond.  He drops a stone and it falls quickly.  Larry notices a tiny feather takes a long time to fall to the ground.  This is because it has (A) stronger gravity (B) weaker gravity.	When something has weaker gravity, it takes longer to fall. Thus, the feather takes a long time to fall to the ground because it has weaker gravity.	(B)
Larry is at the duck pond.  He drops a stone and it falls quickly.  Larry notices a tiny feather takes a long time to fall to the ground.  This is because it has (A) stronger gravity (B) weaker gravity.	When something has weaker gravity, it takes longer to fall. Thus, the feather takes a long time to fall to the ground because it has weaker gravity.	(B)
Margie likes to push a nectarine down the slides in the park. There are two slides, one which has a flat, smooth surface and the other which is bumpier and rougher. The nectarine will go faster down the (A) flat slide (B) bumpy slide	When something is smoother, it is easier to slide on. Thus, the nectarine will go faster down the flat slide because it is smoother.	(A)
Margie likes to push a nectarine down the slides in the park. There are two slides, one which has a flat, smooth surface and the other which is bumpier and rougher. The nectarine will go faster down the (A) flat slide (B) bumpy slide	When something is smoother, it is easier to slide on. Thus, the nectarine will go faster down the flat slide because it is smoother.	(A)
Margie likes to push a nectarine down the slides in the park. There are two slides, one which has a flat, smooth surface and the other which is bumpier and rougher. The nectarine will go faster down the (A) flat slide (B) bumpy slide	When something is smoother, it is easier to slide on. Thus, the nectarine will go faster down the flat slide because it is smoother.	(A)
Margie likes to push a nectarine down the slides in the park. There are two slides, one which has a flat, smooth surface and the other which is bumpier and rougher. The nectarine will go faster down the (A) flat slide (B) bumpy slide	When something is smoother, it is easier to slide on. Thus, the nectarine will go faster down the flat slide because it is smoother.	(A)
Margie likes to push a nectarine down the slides in the park. There are two slides, one which has a flat, smooth surface and the other which is bumpier and rougher. The nectarine will go faster down the (A) flat slide (B) bumpy slide	When something is smoother, it is easier to slide. Thus, the nectarine will go faster down the flat slide because it is smoother.	(A)
Jake has two pairs of sunglasses.  The one that is more likely to break is the one that is (A) more flexible (B) less flexible	When something is less flexible, it is more resistant to breaking. Thus, the one that is more likely to break is the one that is less flexible.	(B)
Jake has two pairs of sunglasses.  The one that is more likely to break is the one that is (A) more flexible (B) less flexible	When something is less flexible, it is less likely to break. Thus, the one that is more likely to break is the one that is less flexible.	(B)
Jake has two pairs of sunglasses.  The one that is more likely to break is the one that is (A) more flexible (B) less flexible	When something is less flexible, it is less likely to break. Thus, the one that is more likely to break is the one that is less flexible.	(B)
Missy walks into her apartment building past some street workers who operating a jackhammer. She goes up to her 50th floor apartment and decides to sit out on the balcony. The sound of the jackhammer will be more ear-splitting (A) from the 50th floor balcony. (B) at street level	When something is further away it is easier for sound to dissipate, and it will be softer. Thus, the sound of the jackhammer will be more ear-splitting at street level.	(B)
Fred kicked his soccer ball across a few different surfaces and noticed that a kicking it over a soccer field seemed to generate less heat than kicking it over a stone path. _____ has more friction (A) soccer field (B) stone path	When two surfaces rub together, it creates friction and heat. Thus, the stone path has more friction because it generated more heat.	(B)
Fred kicked his soccer ball across a few different surfaces and noticed that a kicking it over a soccer field seemed to generate less heat than kicking it over a stone path. _____ has more friction (A) soccer field (B) stone path	When something has more friction, it generates more heat. Thus, the stone path has more friction and generated more heat.	(B)
Fred kicked his soccer ball across a few different surfaces and noticed that a kicking it over a soccer field seemed to generate less heat than kicking it over a stone path. _____ has more friction (A) soccer field (B) stone path	When something has more friction, it generates more heat. Thus, the stone path has more friction.	(B)
Fred kicked his soccer ball across a few different surfaces and noticed that a kicking it over a soccer field seemed to generate less heat than kicking it over a stone path. _____ has more friction (A) soccer field (B) stone path	Friction is what causes heat. When something has more friction, it generates more heat. Thus, the stone path has more friction.	(B)
Fred kicked his soccer ball across a few different surfaces and noticed that a kicking it over a soccer field seemed to generate less heat than kicking it over a stone path. _____ has more friction (A) soccer field (B) stone path	When something has more friction, it produces more heat. Thus, the stone path has more friction and produces more heat.	(B)
Polly and Sally were at the indoor wall climbing facility. After 2 hours Polly was covered in sweat and Sally was practically dry. Which of the girls had gotten more exercise? (A) Polly (B) Sally	When someone is exercising they will sweat, so the person that has sweat more has done more exercise. Thus, Polly had gotten more exercise because she was covered in sweat.	(A)
Polly and Sally were at the indoor wall climbing facility. After 2 hours Polly was covered in sweat and Sally was practically dry. Which of the girls had gotten more exercise? (A) Polly (B) Sally	When someone exercises, they sweat more. Thus, Polly had gotten more exercise since she was covered in sweat.	(A)
Polly and Sally were at the indoor wall climbing facility. After 2 hours Polly was covered in sweat and Sally was practically dry. Which of the girls had gotten more exercise? (A) Polly (B) Sally	When someone is sweating, it means they are exerting more energy. Thus, Polly had gotten more exercise because she was sweating.	(A)
Polly and Sally were at the indoor wall climbing facility. After 2 hours Polly was covered in sweat and Sally was practically dry. Which of the girls had gotten more exercise? (A) Polly (B) Sally	When someone is exercising, they are likely to sweat. Thus, Polly had gotten more exercise because she was covered in sweat.	(A)
Polly and Sally were at the indoor wall climbing facility. After 2 hours Polly was covered in sweat and Sally was practically dry. Which of the girls had gotten more exercise? (A) Polly (B) Sally	When someone is getting more exercise, they will sweat more. Thus, Polly had gotten more exercise since she was covered in sweat.	(A)
Both Linda and Keith leave for work at the same time. Linda drives in her car and Keith is walking. If they've both been traveling for two hours, who is more likely to have covered less distance? (A) Linda (B) Keith	Walking is much slower than driving, so Keith is more likely to have covered less distance.	(B)
Both Linda and Keith leave for work at the same time. Linda drives in her car and Keith is walking. If they've both been traveling for two hours, who is more likely to have covered less distance? (A) Linda (B) Keith	When someone is walking, they cover less distance than if they are driving. Thus, Keith is more likely to have covered less distance.	(B)
Both Linda and Keith leave for work at the same time. Linda drives in her car and Keith is walking. If they've both been traveling for two hours, who is more likely to have covered less distance? (A) Linda (B) Keith	When someone is walking, they usually cover less distance than someone who is driving. Thus, Keith is more likely to have covered less distance.	(B)
Both Linda and Keith leave for work at the same time. Linda drives in her car and Keith is walking. If they've both been traveling for two hours, who is more likely to have covered less distance? (A) Linda (B) Keith	When someone is walking, they travel slower than if they were in a car. Thus, Keith is more likely to have covered less distance.	(B)
Both Linda and Keith leave for work at the same time. Linda drives in her car and Keith is walking. If they've both been traveling for two hours, who is more likely to have covered less distance? (A) Linda (B) Keith	When something is slower, it covers less distance in the same amount of time. Walking is slower than driving, so Keith is more likely to have covered less distance.	(B)
Jason has just woken up from a coma and needs to learn to use his arms and legs again.  He goes to the park to throw a ball with his friend Andy.  Who can throw the ball harder?  (A) Jason (B) Andy	When someone has used an arm or a leg more, they can throw the ball harder. Thus, Andy can throw the ball harder since he has been using his arms and legs for a longer time.	(B)
Jason has just woken up from a coma and needs to learn to use his arms and legs again.  He goes to the park to throw a ball with his friend Andy.  Who can throw the ball harder?  (A) Jason (B) Andy	When something is used more often, it is easier to use it with more strength. Thus, Andy can throw the ball harder because he has been using his arms and legs longer.	(B)
Jason has just woken up from a coma and needs to learn to use his arms and legs again.  He goes to the park to throw a ball with his friend Andy.  Who can throw the ball harder?  (A) Jason (B) Andy	When someone is stronger, they can throw harder than someone who is weaker. Thus, Andy can throw the ball harder because he is stronger than Jason.	(B)
Jason has just woken up from a coma and needs to learn to use his arms and legs again.  He goes to the park to throw a ball with his friend Andy.  Who can throw the ball harder?  (A) Jason (B) Andy	When something is stronger, it can throw an object harder. Jason has just woken up from a coma, so Andy is stronger and can throw the ball harder.	(B)
Jason has just woken up from a coma and needs to learn to use his arms and legs again.  He goes to the park to throw a ball with his friend Andy.  Who can throw the ball harder?  (A) Jason (B) Andy	When someone is more used to using something, they can do it with more force. Thus, Andy can throw the ball harder because he is more used to using his arms and legs.	(B)
All massive objects like planets have very strong gravitational pulls. The Sun is larger than Neptune. So which object in space has a stronger gravitational pull? (A) Sun (B) Neptune	When something is larger, it has a stronger gravitational pull. Thus, the Sun has a stronger gravitational pull than Neptune because it is larger.	(A)
All massive objects like planets have very strong gravitational pulls. The Sun is larger than Neptune. So which object in space has a stronger gravitational pull? (A) Sun (B) Neptune	When something is bigger, it has a stronger gravitational pull. Thus, the Sun has a stronger gravitational pull since it is larger than Neptune.	(A)
All massive objects like planets have very strong gravitational pulls. The Sun is larger than Neptune. So which object in space has a stronger gravitational pull? (A) Sun (B) Neptune	When something is larger, it has a stronger gravitational pull. Thus, the Sun has a stronger gravitational pull because it is larger than Neptune.	(A)
All massive objects like planets have very strong gravitational pulls. The Sun is larger than Neptune. So which object in space has a stronger gravitational pull? (A) Sun (B) Neptune	When something is larger, it has a stronger gravitational pull. Thus, the Sun has a stronger gravitational pull because it is larger than Neptune.	(A)
All massive objects like planets have very strong gravitational pulls. The Sun is larger than Neptune. So which object in space has a stronger gravitational pull? (A) Sun (B) Neptune	When something is larger, it has a stronger gravitational pull. Thus, the Sun has a stronger gravitational pull because it is larger.	(A)
Two horses have been outside in a corral for one hour. The palomino is covered in sweat and the pinto is dry. What happened? (A) the palomino got more exercise (B) the palomino got less exercise	When something gets more exercise, it sweats more. Thus, the palomino got more exercise than the pinto and was covered in sweat.	(A)
Two horses have been outside in a corral for one hour. The palomino is covered in sweat and the pinto is dry. What happened? (A) the palomino got more exercise (B) the palomino got less exercise	Sweat indicates that the horse is exerting itself. Thus, the palomino got more exercise than the pinto.	(A)
Two horses have been outside in a corral for one hour. The palomino is covered in sweat and the pinto is dry. What happened? (A) the palomino got more exercise (B) the palomino got less exercise	Sweating indicates that something has been exerting a lot of energy, so the palomino got more exercise. Thus, the palomino got more exercise.	(A)
Two horses have been outside in a corral for one hour. The palomino is covered in sweat and the pinto is dry. What happened? (A) the palomino got more exercise (B) the palomino got less exercise	The palomino is likely to have had more exercise and have sweated more as a result. Thus, the palomino got more exercise.	(A)
Two horses have been outside in a corral for one hour. The palomino is covered in sweat and the pinto is dry. What happened? (A) the palomino got more exercise (B) the palomino got less exercise	When something is getting more exercise, it will sweat more. Thus, the palomino must have gotten more exercise,.	(A)
Belle has two horses; a grey one and a white one. The grey one is fat, the white one is thin. When racing, which horse will get up to speed more quickly? (A) white horse (B) grey horse	When something is lighter, it accelerates more quickly. Thus, the white horse, which is thinner, will get up to speed more quickly.	(A)
Belle has two horses; a grey one and a white one. The grey one is fat, the white one is thin. When racing, which horse will get up to speed more quickly? (A) white horse (B) grey horse	When something is thinner, it is easier to move quickly. Thus, the white horse will get up to speed more quickly because it is thinner.	(A)
Belle has two horses; a grey one and a white one. The grey one is fat, the white one is thin. When racing, which horse will get up to speed more quickly? (A) white horse (B) grey horse	When something is thinner, it is typically lighter and can move more quickly. Thus, the white horse will get up to speed more quickly.	(A)
Belle has two horses; a grey one and a white one. The grey one is fat, the white one is thin. When racing, which horse will get up to speed more quickly? (A) white horse (B) grey horse	When something is lighter, it is easier to move. Thus, the white horse, which is thin, will get up to speed more quickly.	(A)
Belle has two horses; a grey one and a white one. The grey one is fat, the white one is thin. When racing, which horse will get up to speed more quickly? (A) white horse (B) grey horse	When something is thinner, it has less resistance. Thus, the white horse will get up to speed more quickly because it has less resistance.	(A)
Tom dropped his lead pipe on the sidewalk and had to chased after it a long way before it stopped. Tom entered his yard and dropped his lead pipe again this time in the grass but noticed it didn't go very far at all. Tom realized that the lead pipe received far greater resistance when dropped on (A) Grass (B) Sidewalk	When something has more resistance, it is harder to move. Thus, the lead pipe received far greater resistance when dropped on the grass.	(A)
Tom dropped his lead pipe on the sidewalk and had to chased after it a long way before it stopped. Tom entered his yard and dropped his lead pipe again this time in the grass but noticed it didn't go very far at all. Tom realized that the lead pipe received far greater resistance when dropped on (A) Grass (B) Sidewalk	When something has more resistance, it is harder to move. Thus, the lead pipe received far greater resistance when dropped on the grass.	(A)
Tom dropped his lead pipe on the sidewalk and had to chased after it a long way before it stopped. Tom entered his yard and dropped his lead pipe again this time in the grass but noticed it didn't go very far at all. Tom realized that the lead pipe received far greater resistance when dropped on (A) Grass (B) Sidewalk	When something has more resistance, it is harder to move. The grass has more resistance than the sidewalk, so the lead pipe received far greater resistance when dropped on the grass.	(A)
Tom dropped his lead pipe on the sidewalk and had to chased after it a long way before it stopped. Tom entered his yard and dropped his lead pipe again this time in the grass but noticed it didn't go very far at all. Tom realized that the lead pipe received far greater resistance when dropped on (A) Grass (B) Sidewalk	When something has more resistance, it is harder to move. Thus, the lead pipe received far greater resistance when dropped on the grass.	(A)
Tom dropped his lead pipe on the sidewalk and had to chased after it a long way before it stopped. Tom entered his yard and dropped his lead pipe again this time in the grass but noticed it didn't go very far at all. Tom realized that the lead pipe received far greater resistance when dropped on (A) Grass (B) Sidewalk	When something has more resistance, it is harder to slide. Thus, the pipe received far greater resistance when dropped on the grass, since grass has more resistance.	(A)
Ally is practicing riding her bike. First she practices inside on the carpet, then she practices on the sidewalk outdoors. Ally notices that she goes faster on the sidewalk than she does on the carpet. That is because the sidewalk has (A) less resistance (B) more resistance.	When something has less resistance, it is easier to go faster. Thus, Ally goes faster on the sidewalk since it has less resistance.	(A)
Ally is practicing riding her bike. First she practices inside on the carpet, then she practices on the sidewalk outdoors. Ally notices that she goes faster on the sidewalk than she does on the carpet. That is because the sidewalk has (A) less resistance (B) more resistance.	When something has less resistance, it is easier to slide on. Thus, she goes faster on the sidewalk because it has less resistance.	(A)
Ally is practicing riding her bike. First she practices inside on the carpet, then she practices on the sidewalk outdoors. Ally notices that she goes faster on the sidewalk than she does on the carpet. That is because the sidewalk has (A) less resistance (B) more resistance.	When something has less resistance, it is easier to move. Thus, she goes faster on the sidewalk because it has less resistance.	(A)
Ally is practicing riding her bike. First she practices inside on the carpet, then she practices on the sidewalk outdoors. Ally notices that she goes faster on the sidewalk than she does on the carpet. That is because the sidewalk has (A) less resistance (B) more resistance.	When something has less resistance, it is easier to slide on. Thus, Ally goes faster on the sidewalk than she does on the carpet because the sidewalk has less resistance.	(A)
Ally is practicing riding her bike. First she practices inside on the carpet, then she practices on the sidewalk outdoors. Ally notices that she goes faster on the sidewalk than she does on the carpet. That is because the sidewalk has (A) less resistance (B) more resistance.	When something has less resistance, it is easier to slide or move. Thus, Ally goes faster on the sidewalk because it has less resistance.	(A)
Ross made everyone laugh when he slid across the wood floor in his socks. He tried doing it at his friends on a carpeted floor. He barely went an inch on the carpet, while he went feet on the wood floor. Ross would be making less heat against the (A) wood floor (B) carpet.	When something is making less heat, it is easier to slide. Thus, Ross would be making less heat against the wood floor.	(A)
Ross made everyone laugh when he slid across the wood floor in his socks. He tried doing it at his friends on a carpeted floor. He barely went an inch on the carpet, while he went feet on the wood floor. Ross would be making less heat against the (A) wood floor (B) carpet.	When something has more resistance, it creates more heat and friction. Thus, Ross would be making less heat against the wood floor since it had less resistance.	(A)
Ross made everyone laugh when he slid across the wood floor in his socks. He tried doing it at his friends on a carpeted floor. He barely went an inch on the carpet, while he went feet on the wood floor. Ross would be making less heat against the (A) wood floor (B) carpet.	When something is smoother, there is less friction. Thus, Ross would be making less heat against the wood floor because it is smoother.	(A)
Ross made everyone laugh when he slid across the wood floor in his socks. He tried doing it at his friends on a carpeted floor. He barely went an inch on the carpet, while he went feet on the wood floor. Ross would be making less heat against the (A) wood floor (B) carpet.	When something has more resistance, it generates more heat. Thus, Ross would be making less heat against the wood floor because it had less resistance.	(A)
Ross made everyone laugh when he slid across the wood floor in his socks. He tried doing it at his friends on a carpeted floor. He barely went an inch on the carpet, while he went feet on the wood floor. Ross would be making less heat against the (A) wood floor (B) carpet.	Heat is generated through friction. The wood floor has more friction than the carpet. Thus, Ross would be making less heat against the wood floor.	(A)
Pluto has a smaller mass then Venus. Which planet emits less gravity? (A) Venus (B) Pluto	Gravity is the pull of one object toward another due to their masses. Thus, Pluto has less mass and emits less gravity.	(B)
Pluto has a smaller mass then Venus. Which planet emits less gravity? (A) Venus (B) Pluto	Mass has an effect on gravity. The higher the mass, the greater the gravity. Thus, Pluto has less mass and emits less gravity.	(B)
Pluto has a smaller mass then Venus. Which planet emits less gravity? (A) Venus (B) Pluto	Gravity is proportional to mass. Thus, Pluto has less mass so it emits less gravity.	(B)
Pluto has a smaller mass then Venus. Which planet emits less gravity? (A) Venus (B) Pluto	Gravity is determined by mass. Since Pluto has a smaller mass, it emits less gravity.	(B)
Pluto has a smaller mass then Venus. Which planet emits less gravity? (A) Venus (B) Pluto	Since gravity is determined by mass, a planet with a smaller mass emits less gravity. Thus, Pluto emits less gravity.	(B)
Emily threw a banana onto the roof and it stuck there, but when she threw it onto the slide, it slid right off. She concluded that there was less friction on the (A) roof (B) slide.	When something has less friction, it is easier to slide. Thus, there was less friction on the slide.	(B)
Emily threw a banana onto the roof and it stuck there, but when she threw it onto the slide, it slid right off. She concluded that there was less friction on the (A) roof (B) slide.	When something has less friction, it is easier to slide on. Thus, Emily concluded that there was less friction on the slide.	(B)
Emily threw a banana onto the roof and it stuck there, but when she threw it onto the slide, it slid right off. She concluded that there was less friction on the (A) roof (B) slide.	Friction is the resistance that one surface or object encounters when moving over another surface or object. When something has less friction, it is easier to move. Thus, there was less friction on the slide.	(B)
Emily threw a banana onto the roof and it stuck there, but when she threw it onto the slide, it slid right off. She concluded that there was less friction on the (A) roof (B) slide.	When something has less friction, it is easier to slide. Thus, there was less friction on the slide.	(B)
Emily threw a banana onto the roof and it stuck there, but when she threw it onto the slide, it slid right off. She concluded that there was less friction on the (A) roof (B) slide.	When something has less friction, it is easier to slide on. Thus, there was less friction on the slide.	(B)
A sandwich sliding across a lunch plate experiences less friction then one sliding across a breakfast plate. Which plate will force the sandwich to slide at a lower rate of speed? (A) lunch plate (B) breakfast plate	When something has less friction, it slides at a faster rate of speed. Thus, the sandwich will slide at a lower rate of speed on the breakfast plate, which has more friction.	(B)
Tyler is headed to work and is walking along side a coworker, Jon. Jon speed walks, but Tyler does not. The person who spends more time getting to work is (A) Tyler (B) Jon	When someone speed walks, they move faster than someone who does not speed walk. Thus, Jon spends less time to get to work and Tyler spends more time.	(A)
Two football players are doing some running after practice. The lineman is not nearly as fast as the running back. Which player will cover less ground if they each run until a whistle blows? (A) the running back (B) the lineman	When someone is faster, they can cover more ground in the same amount of time. Thus, the lineman will cover less ground as he is not as fast as the running back.	(B)
Two football players are doing some running after practice. The lineman is not nearly as fast as the running back. Which player will cover less ground if they each run until a whistle blows? (A) the running back (B) the lineman	When something is slower, it covers less ground. Thus, the lineman is not as fast as the running back, so he will cover less ground.	(B)
Two football players are doing some running after practice. The lineman is not nearly as fast as the running back. Which player will cover less ground if they each run until a whistle blows? (A) the running back (B) the lineman	When someone is faster, they cover more ground. The running back is faster, so he will cover more ground before the whistle blows. Thus, the lineman will cover less ground.	(B)
Two football players are doing some running after practice. The lineman is not nearly as fast as the running back. Which player will cover less ground if they each run until a whistle blows? (A) the running back (B) the lineman	When something is slower, it covers less ground. Thus, the lineman will cover less ground because he is slower than the running back.	(B)
Two football players are doing some running after practice. The lineman is not nearly as fast as the running back. Which player will cover less ground if they each run until a whistle blows? (A) the running back (B) the lineman	When something is slower, it covers less ground. Thus, the lineman will cover less ground since he is not as fast as the running back.	(B)
Paul was swimming and saw a bio-luminescent jellyfish in the water near him. Terrified, he started swimming as fast as he could away from it.  When he turned his head back around to look, the jellyfish would appear to be dimmer because it was (A) closer to him (B) further away from him	When something is further away, it appears to be dimmer. Thus, the jellyfish appeared to be dimmer because it was further away from him.	(B)
Paul was swimming and saw a bio-luminescent jellyfish in the water near him. Terrified, he started swimming as fast as he could away from it.  When he turned his head back around to look, the jellyfish would appear to be dimmer because it was (A) closer to him (B) further away from him	When something is further away from us, it appears dimmer. Thus, the jellyfish appeared dimmer when it was further away from Paul.	(B)
Paul was swimming and saw a bio-luminescent jellyfish in the water near him. Terrified, he started swimming as fast as he could away from it.  When he turned his head back around to look, the jellyfish would appear to be dimmer because it was (A) closer to him (B) further away from him	When something is further away, it appears to be dimmer. Thus, the jellyfish was further away from him and appeared to be dimmer.	(B)
Paul was swimming and saw a bio-luminescent jellyfish in the water near him. Terrified, he started swimming as fast as he could away from it.  When he turned his head back around to look, the jellyfish would appear to be dimmer because it was (A) closer to him (B) further away from him	When something is further away, it appears dimmer. Thus, the jellyfish appeared dimmer because it was further away from him.	(B)
Paul was swimming and saw a bio-luminescent jellyfish in the water near him. Terrified, he started swimming as fast as he could away from it.  When he turned his head back around to look, the jellyfish would appear to be dimmer because it was (A) closer to him (B) further away from him	When something is further away, it appears to be dimmer. Thus, the jellyfish would appear to be dimmer because it was further away from him.	(B)
Pam is driving in her car to the zoo. Scott is walking to the zoo. It takes less time for Pam to get to the zoo. This is because (A) Pam is going faster (B) Scott is going faster	The speed at which something is going has an effect on how long it takes to get somewhere. Pam is going faster because she is driving, so it takes her less time to get to the zoo.	(A)
